timestamp,accX,accY,accZ,label
1056.8320,0.8100,-0.6000,-0.0500,normal
1056.8420,0.7800,-0.5000,0.0000,normal
1056.8520,0.2900,0.0300,-0.1200,normal
1056.8620,1.1600,0.0000,0.1400,normal
1056.8720,1.0300,-0.2200,-0.1700,normal
1056.8820,0.9700,-0.2100,-0.1200,normal
1056.8920,0.9700,-0.2200,-0.0900,normal
1056.9020,0.9800,-0.2100,-0.1500,normal
1056.9120,0.9300,-0.2200,-0.0800,normal
1056.9220,0.9800,-0.2100,-0.1300,normal
1056.9320,0.9400,-0.2300,-0.1700,normal
1056.9420,1.0000,-0.2400,-0.1100,normal
1056.9520,0.9400,-0.2200,-0.1000,normal
1056.9620,0.9900,-0.2300,-0.1400,normal
1056.9720,0.9700,-0.2200,-0.1200,normal
1056.9820,0.9700,-0.2300,-0.1200,normal
1056.9920,0.9800,-0.2000,-0.1400,normal
1057.0020,0.9500,-0.2300,-0.0900,normal
1057.0120,1.0200,-0.2400,-0.1600,normal
1057.0220,0.9500,-0.2200,-0.1400,normal
1057.0320,1.0000,-0.2300,-0.1100,normal
1057.0420,0.9200,-0.2000,-0.1200,normal
1057.0520,0.9700,-0.2300,-0.1300,normal
1057.0620,1.0000,-0.2300,-0.1300,normal
1057.0720,0.9500,-0.2300,-0.1000,normal
1057.0820,1.0100,-0.2200,-0.1400,normal
1057.0920,0.9200,-0.2200,-0.0900,normal
1057.1020,1.0200,-0.2200,-0.1300,normal
1057.1120,0.9500,-0.2100,-0.1300,normal
1057.1220,1.0000,-0.2200,-0.1000,normal
1057.1320,0.9800,-0.2400,-0.1100,normal
1057.1420,0.9702,-0.2400,-0.1100,normal
1057.1520,1.0200,-0.2200,-0.1200,normal
1057.1620,0.9400,-0.2100,-0.0700,normal
1057.1720,1.0200,-0.2100,-0.1200,normal
1057.1820,0.9600,-0.2400,-0.0900,normal
1057.1920,1.0284,-0.2498,-0.1193,normal
1057.2020,0.9900,-0.2200,-0.1100,normal
1057.2120,0.9700,-0.2100,-0.0400,normal
1057.2220,1.0300,-0.2300,-0.1000,normal
1057.2320,0.9600,-0.2200,-0.0700,normal
1057.2420,1.0474,-0.2297,-0.1088,normal
1057.2520,0.9700,-0.2100,-0.0700,normal
1057.2620,1.0300,-0.2300,-0.1000,normal
1057.2720,1.0000,-0.2300,-0.1100,normal
1057.2820,0.9600,-0.2300,-0.0600,normal
1057.2920,1.0093,-0.2300,-0.1093,normal
1057.3020,0.9600,-0.2200,-0.0300,normal
1057.3120,1.0900,-0.2400,-0.1100,normal
1057.3220,0.9700,-0.2500,-0.0500,normal
1057.3320,1.0000,-0.2400,-0.0900,normal
1057.3420,0.9804,-0.2400,-0.0606,normal
1057.3520,0.9500,-0.2200,-0.0300,normal
1057.3620,1.0100,-0.2400,-0.0900,normal
1057.3720,0.9300,-0.2500,-0.0600,normal
1057.3820,1.0200,-0.2700,-0.0900,normal
1057.3920,0.9220,-0.2308,-0.0704,normal
1057.4020,0.9210,-0.2302,-0.0700,normal
1057.4120,0.9793,-0.2396,-0.0693,normal
1057.4220,0.9589,-0.2304,-0.0511,normal
1057.4320,0.9301,-0.2400,-0.0800,normal
1057.4420,0.9800,-0.2600,-0.1000,normal
1057.4520,0.8836,-0.2589,-0.0511,normal
1057.4620,0.9783,-0.2303,-0.0793,normal
1057.4720,0.9306,-0.2404,-0.0598,normal
1057.4820,0.9604,-0.2600,-0.0512,normal
1057.4920,0.9800,-0.2600,-0.1100,normal
1057.5020,0.9329,-0.2689,-0.0404,normal
1057.5120,1.0080,-0.2400,-0.0503,normal
1057.5220,0.8912,-0.2404,-0.0700,normal
1057.5320,0.9496,-0.2594,-0.0700,normal
1057.5420,0.9300,-0.2300,-0.0700,normal
1057.5520,0.9602,-0.2796,-0.0694,normal
1057.5620,0.9786,-0.2498,-0.0204,normal
1057.5720,0.9032,-0.2404,-0.0393,normal
1057.5820,0.9862,-0.2496,-0.0185,normal
1057.5920,0.8900,-0.2400,0.0200,normal
1057.6020,1.0002,-0.2710,-0.0302,normal
1057.6120,1.0076,-0.3210,-0.0403,normal
1057.6220,0.9382,-0.3464,-0.0526,normal
1057.6320,0.8899,-0.2500,-0.1199,normal
1057.6420,0.7200,-0.2600,0.0300,normal
1057.6520,0.8304,-0.2099,-0.0504,normal
1057.6620,0.9100,-0.2000,-0.1200,normal
1057.6720,1.0300,-0.2900,-0.0700,normal
1057.6820,1.0599,-0.3300,-0.1397,normal
1057.6920,1.0592,-0.3297,-0.1383,normal
1057.7020,1.0586,-0.3295,-0.1369,normal
1057.7120,1.0579,-0.3293,-0.1355,normal
1057.7220,1.0573,-0.3291,-0.1341,normal
1057.7320,1.0566,-0.3289,-0.1327,normal
1057.7420,1.0560,-0.3287,-0.1313,normal
1057.7520,1.0553,-0.3284,-0.1299,normal
1057.7620,1.0547,-0.3282,-0.1285,normal
1057.7720,1.0540,-0.3280,-0.1271,normal
1057.7820,1.0534,-0.3278,-0.1257,normal
1057.7920,1.0527,-0.3276,-0.1243,normal
1057.8020,1.0521,-0.3274,-0.1229,normal
1057.8120,1.0514,-0.3271,-0.1215,normal
1057.8220,1.0508,-0.3269,-0.1201,normal
1057.8320,1.0501,-0.3267,-0.1187,normal
1057.8420,1.0495,-0.3265,-0.1172,normal
1057.8520,1.0489,-0.3263,-0.1158,normal
1057.8620,1.0482,-0.3261,-0.1144,normal
1057.8720,1.0476,-0.3259,-0.1130,normal
1057.8820,1.0469,-0.3256,-0.1116,normal
1057.8920,1.0463,-0.3254,-0.1102,normal
1057.9020,1.0456,-0.3252,-0.1088,normal
1057.9120,1.0450,-0.3250,-0.1074,normal
1057.9220,1.0443,-0.3248,-0.1060,normal
1057.9320,1.0437,-0.3246,-0.1046,normal
1057.9420,1.0430,-0.3243,-0.1032,normal
1057.9520,1.0424,-0.3241,-0.1018,normal
1057.9620,1.0417,-0.3239,-0.1004,normal
1057.9720,1.0411,-0.3237,-0.0990,normal
1057.9820,1.0404,-0.3235,-0.0976,normal
1057.9920,1.0398,-0.3233,-0.0962,normal
1058.0020,1.0391,-0.3230,-0.0948,normal
1058.0120,1.0385,-0.3228,-0.0934,normal
1058.0220,1.0378,-0.3226,-0.0920,normal
1058.0320,1.0372,-0.3224,-0.0906,normal
1058.0420,1.0365,-0.3222,-0.0892,normal
1058.0520,1.0359,-0.3220,-0.0878,normal
1058.0620,1.0352,-0.3217,-0.0864,normal
1058.0720,1.0346,-0.3215,-0.0850,normal
1058.0820,1.0339,-0.3213,-0.0836,normal
1058.0920,1.0333,-0.3211,-0.0822,normal
1058.1020,1.0327,-0.3209,-0.0808,normal
1058.1120,1.0320,-0.3207,-0.0793,normal
1058.1220,1.0314,-0.3205,-0.0779,normal
1058.1320,1.0307,-0.3202,-0.0765,normal
1058.1420,1.0301,-0.3200,-0.0751,normal
1058.1520,1.0294,-0.3198,-0.0737,normal
1058.1620,1.0288,-0.3196,-0.0723,normal
1058.1720,1.0281,-0.3194,-0.0709,normal
1058.1820,1.0275,-0.3192,-0.0695,normal
1058.1920,1.0268,-0.3189,-0.0681,normal
1058.2020,1.0262,-0.3187,-0.0667,normal
1058.2120,1.0255,-0.3185,-0.0653,normal
1058.2220,1.0249,-0.3183,-0.0639,normal
1058.2320,1.0242,-0.3181,-0.0625,normal
1058.2420,1.0236,-0.3179,-0.0611,normal
1058.2520,1.0229,-0.3176,-0.0597,normal
1058.2620,1.0223,-0.3174,-0.0583,normal
1058.2720,1.0216,-0.3172,-0.0569,normal
1058.2820,1.0210,-0.3170,-0.0555,normal
1058.2920,1.0203,-0.3168,-0.0541,normal
1058.3020,1.0197,-0.3166,-0.0527,normal
1058.3120,1.0190,-0.3163,-0.0513,normal
1058.3220,1.0184,-0.3161,-0.0499,normal
1058.3320,1.0178,-0.3159,-0.0485,normal
1058.3420,1.0171,-0.3157,-0.0471,normal
1058.3520,1.0165,-0.3155,-0.0457,normal
1058.3620,1.0158,-0.3153,-0.0443,normal
1058.3720,1.0152,-0.3151,-0.0428,normal
1058.3820,1.0145,-0.3148,-0.0414,normal
1058.3920,1.0139,-0.3146,-0.0400,normal
1058.4020,1.0132,-0.3144,-0.0386,normal
1058.4120,1.0126,-0.3142,-0.0372,normal
1058.4220,1.0119,-0.3140,-0.0358,normal
1058.4320,1.0113,-0.3138,-0.0344,normal
1058.4420,1.0106,-0.3135,-0.0330,normal
1058.4520,1.0100,-0.3133,-0.0316,normal
1058.4620,1.0093,-0.3131,-0.0302,normal
1058.4720,1.0087,-0.3129,-0.0288,normal
1058.4820,1.0080,-0.3127,-0.0274,normal
1058.4920,1.0074,-0.3125,-0.0260,normal
1058.5020,1.0067,-0.3122,-0.0246,normal
1058.5120,1.0061,-0.3120,-0.0232,normal
1058.5220,1.0054,-0.3118,-0.0218,normal
1058.5320,1.0048,-0.3116,-0.0204,normal
1058.5420,1.0041,-0.3114,-0.0190,normal
1058.5520,1.0035,-0.3112,-0.0176,normal
1058.5620,1.0029,-0.3110,-0.0162,normal
1058.5720,1.0022,-0.3107,-0.0148,normal
1058.5820,1.0016,-0.3105,-0.0134,normal
1058.5920,1.0009,-0.3103,-0.0120,normal
1058.6020,1.0003,-0.3101,-0.0106,normal
1058.6120,0.9100,-0.3000,-0.0100,normal
1058.6220,0.9500,-0.2800,0.0300,normal
1058.6320,0.9400,-0.3300,-0.0300,normal
1058.6420,0.8700,-0.3100,-0.0100,normal
1058.6520,0.9700,-0.2800,0.0100,normal
1058.6620,0.9302,-0.2999,-0.0298,normal
1058.6720,0.9000,-0.3000,-0.0300,normal
1058.6820,0.9500,-0.2700,0.0000,normal
1058.6920,0.8600,-0.3100,-0.0100,normal
1058.7020,0.9300,-0.3200,-0.0400,normal
1058.7120,0.9600,-0.2900,-0.0200,normal
1058.7220,0.8600,-0.3100,0.0100,normal
1058.7320,0.9400,-0.3200,-0.0200,normal
1058.7420,0.9100,-0.3100,-0.0200,normal
1058.7520,0.9076,-0.3092,-0.0200,normal
1058.7620,0.8532,-0.2900,-0.0204,normal
1058.7720,0.9287,-0.2900,-0.0293,normal
1058.7820,0.8716,-0.2912,-0.0020,normal
1058.7920,0.9109,-0.3198,-0.0496,normal
1058.8020,0.9561,-0.3096,-0.0288,normal
1058.8120,0.8612,-0.3005,-0.0005,normal
1058.8220,0.9112,-0.3184,-0.0196,normal
1058.8320,0.9387,-0.2802,-0.0100,normal
1058.8420,0.8825,-0.2909,-0.0100,normal
1058.8520,0.9598,-0.3202,-0.0107,normal
1058.8620,0.9486,-0.3296,-0.0393,normal
1058.8720,0.9120,-0.3192,-0.0200,normal
1058.8820,0.9583,-0.3004,-0.0196,normal
1058.8920,0.9200,-0.3100,-0.0107,normal
1058.9020,0.9224,-0.3104,-0.0504,normal
1058.9120,0.9784,-0.3193,-0.0587,normal
1058.9220,0.9300,-0.2992,-0.0192,normal
1058.9320,0.9304,-0.2802,-0.0003,normal
1058.9420,0.9780,-0.3097,-0.0400,normal
1058.9520,0.9120,-0.3008,-0.0384,normal
1058.9620,0.9608,-0.3192,-0.0008,normal
1058.9720,0.9781,-0.3002,-0.0200,normal
1058.9820,0.9007,-0.3098,-0.0200,normal
1058.9920,0.9309,-0.3000,-0.0206,normal
1059.0020,0.9588,-0.3004,-0.0388,normal
1059.0120,0.9314,-0.3100,-0.0105,normal
1059.0220,0.9900,-0.3100,-0.0300,normal
1059.0320,0.9600,-0.3000,-0.0200,normal
1059.0420,0.9100,-0.2900,-0.0200,normal
1059.0520,0.9600,-0.2900,-0.0300,normal
1059.0620,0.9500,-0.3100,-0.0200,normal
1059.0720,0.9000,-0.2800,0.0100,normal
1059.0820,0.9600,-0.3000,-0.0300,normal
1059.0920,0.9300,-0.3300,-0.0100,normal
1059.1020,0.9100,-0.2800,-0.0100,normal
1059.1120,0.9700,-0.2900,-0.0300,normal
1059.1220,0.8900,-0.2900,0.0000,normal
