timestamp,accX,accY,accZ,label
1641.8710,0.9700,-0.0500,0.1600,udrykning
1641.8810,0.9600,-0.1000,0.3500,udrykning
1641.8910,1.0000,-0.0500,0.0400,udrykning
1641.9010,0.9400,-0.0400,0.2600,udrykning
1641.9110,1.0200,-0.0800,0.1300,udrykning
1641.9210,1.0400,-0.1200,0.1600,udrykning
1641.9310,1.0600,-0.0700,0.2000,udrykning
1641.9410,0.9800,-0.0500,0.3100,udrykning
1641.9510,0.9700,-0.0400,0.3000,udrykning
1641.9610,0.8800,0.1000,0.0800,udrykning
1641.9710,0.9400,-0.0100,0.2700,udrykning
1641.9810,1.0400,-0.0100,0.1800,udrykning
1641.9910,1.0900,-0.1400,0.0500,udrykning
1642.0010,1.0800,-0.0800,0.0800,udrykning
1642.0110,0.7800,-0.1900,0.6800,udrykning
1642.0210,0.8800,0.1900,0.2000,udrykning
1642.0310,0.6500,-0.2300,0.4300,udrykning
1642.0410,1.0200,-0.0200,0.3100,udrykning
1642.0510,1.0700,-0.0500,0.0200,udrykning
1642.0610,1.0900,-0.1700,0.3200,udrykning
1642.0710,0.9800,0.0000,0.1800,udrykning
1642.0810,0.9200,0.0600,0.2100,udrykning
1642.0910,0.9400,0.0700,0.2700,udrykning
1642.1010,1.0000,0.0200,0.2100,udrykning
1642.1110,1.1000,-0.1100,0.2600,udrykning
1642.1210,1.0900,-0.0900,0.2100,udrykning
1642.1310,1.0200,-0.0700,0.2400,udrykning
1642.1410,0.9800,0.0200,0.2400,udrykning
1642.1510,0.8700,0.0200,0.2400,udrykning
1642.1610,0.9900,0.0000,0.2500,udrykning
1642.1710,1.0100,-0.0500,0.2000,udrykning
1642.1810,1.0500,-0.1100,0.3000,udrykning
1642.1910,1.0100,-0.0200,0.1700,udrykning
1642.2010,0.9400,-0.0300,0.2700,udrykning
1642.2110,0.9800,0.0200,0.2000,udrykning
1642.2210,0.9800,-0.0600,0.2500,udrykning
1642.2310,1.0600,-0.0500,0.2200,udrykning
1642.2410,0.9400,-0.0400,0.2100,udrykning
1642.2510,0.9300,-0.0200,0.2400,udrykning
1642.2610,0.9300,0.0000,0.1500,udrykning
1642.2710,0.9900,-0.0800,0.2700,udrykning
1642.2810,0.9900,-0.0400,0.1800,udrykning
1642.2910,0.9600,-0.0400,0.2500,udrykning
1642.3010,0.9900,0.0000,0.1800,udrykning
1642.3110,0.9600,-0.0800,0.2700,udrykning
1642.3210,1.0000,-0.0500,0.2300,udrykning
1642.3310,0.9300,-0.0600,0.2300,udrykning
1642.3410,0.9400,-0.0200,0.2200,udrykning
1642.3510,0.9200,-0.0200,0.1600,udrykning
1642.3610,1.0000,-0.0900,0.2900,udrykning
1642.3710,0.9900,-0.0500,0.2100,udrykning
1642.3810,0.9500,-0.0300,0.2600,udrykning
1642.3910,0.9300,0.0000,0.2100,udrykning
1642.4010,0.9800,-0.0600,0.2500,udrykning
1642.4110,1.0500,-0.0900,0.2200,udrykning
1642.4210,1.0000,-0.1000,0.2600,udrykning
1642.4310,0.9000,-0.0300,0.2300,udrykning
1642.4410,0.8800,-0.0100,0.2200,udrykning
1642.4510,0.9800,-0.0300,0.2200,udrykning
1642.4610,0.9800,-0.0900,0.2200,udrykning
1642.4710,1.0200,-0.0800,0.2500,udrykning
1642.4810,0.9200,-0.0200,0.1900,udrykning
1642.4910,0.9800,-0.0400,0.2900,udrykning
1642.5010,0.9700,-0.0400,0.1800,udrykning
1642.5110,0.9900,-0.1000,0.3100,udrykning
1642.5210,0.9300,-0.0200,0.2000,udrykning
1642.5310,0.9000,-0.0600,0.2700,udrykning
1642.5410,0.9700,-0.0200,0.1800,udrykning
1642.5510,0.9600,-0.0900,0.2300,udrykning
1642.5610,1.0200,-0.0600,0.2500,udrykning
1642.5710,0.9200,-0.0400,0.2600,udrykning
1642.5810,0.9800,-0.0100,0.2500,udrykning
1642.5910,0.9800,-0.0400,0.1900,udrykning
1642.6010,1.0400,-0.0900,0.2600,udrykning
1642.6110,0.9900,-0.0700,0.1700,udrykning
1642.6210,0.9600,-0.0600,0.2700,udrykning
1642.6310,0.9300,-0.0200,0.1800,udrykning
1642.6410,0.9900,-0.0400,0.2500,udrykning
