timestamp,accX,accY,accZ,label
1589.3990,1.1000,0.2800,-0.1800,udrykning
1589.4090,1.1097,0.2603,-0.1536,udrykning
1589.4190,1.0997,0.2693,-0.2579,udrykning
1589.4290,1.0900,0.2500,-0.2000,udrykning
1589.4390,1.0900,0.2700,-0.2200,udrykning
1589.4490,1.0805,0.2700,-0.2207,udrykning
1589.4590,1.1096,0.2707,-0.2593,udrykning
1589.4690,1.1015,0.2900,-0.2419,udrykning
1589.4790,1.1400,0.2900,-0.2900,udrykning
1589.4890,1.0508,0.2896,-0.2502,udrykning
1589.4990,1.0871,0.2700,-0.2593,udrykning
1589.5090,1.0132,0.2700,-0.2419,udrykning
1589.5190,1.1095,0.2701,-0.3002,udrykning
1589.5290,1.0600,0.2800,-0.3200,udrykning
1589.5390,1.0970,0.2907,-0.2693,udrykning
1589.5490,1.0211,0.3089,-0.2507,udrykning
1589.5590,1.0495,0.2801,-0.2699,udrykning
1589.5690,1.0109,0.2900,-0.2609,udrykning
1589.5790,1.0600,0.2900,-0.3100,udrykning
1589.5890,1.0311,0.2893,-0.2307,udrykning
1589.5990,1.0591,0.2709,-0.2503,udrykning
1589.6090,1.0102,0.3195,-0.2693,udrykning
1589.6190,1.0200,0.2904,-0.2335,udrykning
1589.6290,1.0200,0.3000,-0.3300,udrykning
1589.6390,1.0100,0.3000,-0.2800,udrykning
1589.6490,1.0500,0.2900,-0.2500,udrykning
1589.6590,1.0700,0.2800,-0.3400,udrykning
1589.6690,1.0600,0.3100,-0.1600,udrykning
1589.6790,1.0000,0.3000,-0.1800,udrykning
1589.6890,1.0000,0.3800,-0.2100,udrykning
1589.6990,1.0700,0.3000,-0.3100,udrykning
1589.7090,1.1200,0.3200,-0.2900,udrykning
1589.7190,1.0400,0.3300,-0.2200,udrykning
1589.7290,1.0900,0.3200,-0.2200,udrykning
1589.7390,0.9900,0.3200,-0.2200,udrykning
1589.7490,1.0900,0.3100,-0.2900,udrykning
1589.7590,1.0200,0.3100,-0.2400,udrykning
1589.7690,1.1100,0.3100,-0.2300,udrykning
1589.7790,1.0100,0.3300,-0.2200,udrykning
1589.7890,1.0700,0.3200,-0.2500,udrykning
1589.7990,1.0300,0.3200,-0.2700,udrykning
1589.8090,1.0900,0.3000,-0.2400,udrykning
1589.8190,1.0200,0.3400,-0.2600,udrykning
1589.8290,1.0500,0.3100,-0.2100,udrykning
1589.8390,1.0400,0.3300,-0.2300,udrykning
1589.8490,1.1600,0.3100,-0.2700,udrykning
1589.8590,1.1200,0.3000,-0.2300,udrykning
1589.8690,1.1700,0.3000,-0.2500,udrykning
1589.8790,1.1000,0.3700,-0.2500,udrykning
1589.8890,1.0700,0.3600,-0.1300,udrykning
1589.8990,1.1100,0.4000,-0.2300,udrykning
1589.9090,1.2200,0.2700,-0.1200,udrykning
1589.9190,1.1400,0.3400,-0.2100,udrykning
1589.9290,1.0600,0.3400,-0.1800,udrykning
1589.9390,1.2900,0.1800,-0.1900,udrykning
1589.9490,1.0400,0.3600,-0.2600,udrykning
1589.9590,1.0900,0.3600,-0.1900,udrykning
1589.9690,1.0400,0.3200,-0.2000,udrykning
1589.9790,1.1800,0.3200,-0.1800,udrykning
1589.9890,1.1600,0.3500,-0.2600,udrykning
1589.9990,1.2100,0.3400,-0.1700,udrykning
1590.0090,1.1200,0.3900,-0.2300,udrykning
1590.0190,1.1600,0.3600,-0.1500,udrykning
1590.0290,1.1200,0.3700,-0.2500,udrykning
1590.0390,1.2000,0.3300,-0.1900,udrykning
1590.0490,1.2300,0.3400,-0.2200,udrykning
1590.0590,1.1700,0.3500,-0.1700,udrykning
1590.0690,1.1500,0.3800,-0.2000,udrykning
1590.0790,1.1000,0.3300,-0.1800,udrykning
1590.0890,1.2400,0.2900,-0.1900,udrykning
1590.0990,1.0900,0.3700,-0.2300,udrykning
1590.1090,1.1100,0.3400,-0.1600,udrykning
1590.1190,1.0500,0.3400,-0.2400,udrykning
1590.1290,1.0700,0.3400,-0.1800,udrykning
1590.1390,1.0200,0.3500,-0.2200,udrykning
1590.1490,1.0900,0.3000,-0.1600,udrykning
1590.1590,1.0100,0.3600,-0.2100,udrykning
1590.1690,1.0500,0.3100,-0.1500,udrykning
1590.1790,1.0100,0.3900,-0.2500,udrykning
