timestamp,accX,accY,accZ,label
705.4970,0.9900,-0.0300,0.0000,normal
705.5070,1.0200,-0.0100,-0.0300,normal
705.5170,0.9600,-0.0500,-0.0100,normal
705.5270,1.0300,0.0200,-0.0400,normal
705.5370,0.9600,-0.0200,-0.0100,normal
705.5470,1.0300,0.0000,-0.0600,normal
705.5570,0.9700,-0.0200,-0.0300,normal
705.5670,1.0000,0.0000,0.0000,normal
705.5770,0.9800,-0.0200,-0.0500,normal
705.5870,0.9900,-0.0200,0.0200,normal
705.5970,1.0000,0.0000,-0.0200,normal
705.6070,0.9700,-0.0200,0.0100,normal
705.6170,1.0300,0.0000,-0.1600,normal
705.6270,0.9600,-0.0400,-0.1900,normal
705.6370,1.0400,-0.0100,-0.2100,normal
705.6470,0.9300,0.0200,0.2000,normal
705.6570,1.0300,-0.0100,-0.0300,normal
705.6670,0.9600,0.0100,0.0700,normal
705.6770,1.0300,-0.0200,-0.1700,normal
705.6870,1.0200,0.0000,-0.1500,normal
705.6970,0.9900,0.0000,0.0200,normal
705.7070,1.0400,0.0200,-0.0500,normal
705.7170,0.9900,0.0000,0.0000,normal
705.7270,1.0700,0.0200,-0.1000,normal
705.7370,0.9900,0.0000,-0.1000,normal
705.7470,1.0700,0.0200,-0.0700,normal
705.7570,0.9900,0.0200,-0.0400,normal
705.7670,1.0500,0.0200,-0.0700,normal
705.7770,1.0200,0.0100,-0.0800,normal
705.7870,1.0400,0.0100,-0.0600,normal
705.7970,1.0500,0.0400,-0.0500,normal
705.8070,1.0100,0.0000,-0.0400,normal
705.8170,1.0700,0.0300,-0.0800,normal
705.8270,1.0000,0.0100,-0.0400,normal
705.8370,1.0700,0.0400,-0.0600,normal
705.8470,1.0000,0.0100,-0.0500,normal
705.8570,1.0600,0.0300,-0.0500,normal
705.8670,1.0200,0.0200,-0.0600,normal
705.8770,1.0400,0.0200,-0.0500,normal
705.8870,1.0400,0.0300,-0.0600,normal
705.8970,1.0000,0.0100,-0.0400,normal
705.9070,1.0500,0.0300,-0.0600,normal
705.9170,0.9900,0.0000,-0.0500,normal
705.9270,1.0600,0.0300,-0.0700,normal
705.9370,0.9800,0.0100,-0.0300,normal
705.9470,1.0500,0.0200,-0.0600,normal
705.9570,0.9900,0.0000,-0.0500,normal
705.9670,1.0200,0.0100,-0.0500,normal
705.9770,1.0100,0.0100,-0.0600,normal
705.9870,0.9900,-0.0100,-0.0300,normal
705.9970,1.0300,0.0100,-0.0700,normal
706.0070,0.9600,0.0000,-0.0200,normal
706.0170,1.0400,0.0100,-0.0600,normal
706.0270,0.9700,-0.0200,-0.0400,normal
706.0370,1.0500,0.0100,-0.0500,normal
706.0470,0.9800,-0.0100,-0.0400,normal
706.0570,1.0200,0.0000,-0.0300,normal
706.0670,1.0000,0.0000,-0.0400,normal
706.0770,0.9900,-0.0200,-0.0200,normal
706.0870,1.0100,0.0100,-0.0500,normal
706.0970,0.9500,-0.0200,-0.0200,normal
706.1070,1.0200,0.0100,-0.0500,normal
706.1170,0.9300,-0.0300,-0.0200,normal
706.1270,1.0100,0.0100,-0.0600,normal
706.1370,0.9500,0.0000,-0.0500,normal
706.1470,1.0100,-0.0100,-0.0500,normal
706.1570,0.9700,0.0000,-0.0500,normal
706.1670,0.9700,0.0000,-0.0200,normal
706.1770,0.9900,0.0100,-0.0700,normal
706.1870,0.9500,-0.0100,-0.0400,normal
706.1970,1.0200,0.0200,-0.0600,normal
706.2070,0.9600,-0.0200,-0.0500,normal
706.2170,1.0400,0.0100,-0.0600,normal
706.2270,0.9700,0.0000,-0.0400,normal
706.2370,1.0400,0.0100,-0.0500,normal
706.2470,0.9900,-0.0100,-0.0400,normal
706.2570,1.0200,0.0000,-0.0400,normal
706.2670,1.0100,0.0000,-0.0600,normal
706.2770,0.9600,-0.0100,-0.0400,normal
706.2870,1.0200,0.0000,-0.0500,normal
706.2970,0.9300,-0.0100,-0.0100,normal
706.3070,1.0200,0.0100,-0.0400,normal
706.3170,0.9500,-0.0300,-0.0300,normal
706.3270,1.0300,0.0000,-0.0500,normal
706.3370,0.9900,0.0000,-0.0300,normal
706.3470,1.0000,0.0100,-0.0200,normal
706.3570,1.0100,0.0200,-0.0400,normal
706.3670,0.9800,-0.0100,-0.0100,normal
706.3770,1.0300,0.0300,-0.0500,normal
706.3870,0.9500,0.0000,-0.0200,normal
706.3970,1.0200,0.0200,-0.0400,normal
706.4070,0.9600,-0.0100,-0.0500,normal
706.4170,1.0000,0.0000,-0.0600,normal
706.4270,0.9600,-0.0100,-0.0500,normal
706.4370,0.9700,-0.0100,-0.0400,normal
706.4470,0.9800,0.0100,-0.0600,normal
706.4570,0.9300,-0.0100,-0.0400,normal
706.4670,1.0000,0.0100,-0.0600,normal
706.4770,0.9100,-0.0200,-0.0400,normal
706.4870,0.9900,0.0000,-0.0900,normal
706.4970,0.9000,-0.0400,-0.0700,normal
706.5070,0.9600,-0.0200,-0.0900,normal
706.5170,0.9600,-0.0192,-0.0900,normal
706.5270,0.9600,-0.0109,-0.0849,normal
706.5370,0.9642,-0.0183,-0.0317,normal
706.5470,1.0053,-0.0006,-0.0483,normal
706.5570,0.9401,-0.0075,-0.0234,normal
706.5670,1.0427,0.0176,-0.0592,normal
706.5770,0.9642,-0.0092,-0.0500,normal
706.5870,1.0093,0.0007,-0.0521,normal
706.5970,0.9978,0.0085,-0.0778,normal
706.6070,0.9767,-0.0083,-0.0533,normal
706.6170,1.0418,0.0075,-0.0842,normal
706.6270,0.9597,-0.0172,-0.0221,normal
706.6370,1.0824,0.0183,-0.0508,normal
706.6470,1.0037,0.0007,-0.0570,normal
706.6570,1.0492,0.0108,-0.0225,normal
706.6670,1.0393,0.0186,-0.0500,normal
706.6770,1.0351,0.0025,-0.0525,normal
706.6870,1.0816,0.0292,-0.0775,normal
706.6970,0.9959,0.0193,-0.0507,normal
706.7070,1.0666,0.0107,-0.0614,normal
706.7170,1.0259,0.0183,-0.0775,normal
706.7270,1.0900,0.0026,-0.0474,normal
706.7370,1.0858,0.0294,-0.0176,normal
706.7470,1.0254,0.0211,0.0167,normal
706.7570,1.1123,0.0366,-0.0400,normal
706.7670,1.0375,0.0034,-0.0425,normal
706.7770,1.1158,0.0392,-0.0700,normal
706.7870,1.0700,0.0293,-0.0693,normal
