timestamp,accX,accY,accZ,label
1523.8180,0.8900,-0.0800,0.0600,udrykning
1523.8280,0.9100,-0.1700,0.1700,udrykning
1523.8380,0.8993,-0.1614,0.0514,udrykning
1523.8480,0.8811,-0.1982,0.0889,udrykning
1523.8580,0.9100,-0.1500,0.0600,udrykning
1523.8680,0.9994,-0.0718,0.0712,udrykning
1523.8780,0.9700,-0.1600,0.1300,udrykning
1523.8880,0.9593,-0.1593,0.0500,udrykning
1523.8980,0.9395,-0.1396,0.0511,udrykning
1523.9080,0.9095,-0.1204,0.1099,udrykning
1523.9180,0.8730,-0.1485,0.0978,udrykning
1523.9280,0.9500,-0.1100,0.0400,udrykning
1523.9380,0.9900,-0.1102,0.0401,udrykning
1523.9480,0.9887,-0.1296,0.0504,udrykning
1523.9580,0.9317,-0.1103,0.0707,udrykning
1523.9680,0.9800,-0.1200,0.0900,udrykning
1523.9780,0.9700,-0.1000,0.1200,udrykning
1523.9880,0.9200,-0.0900,0.0300,udrykning
1523.9980,1.0000,-0.1300,0.0100,udrykning
1524.0080,1.0200,-0.1400,0.0300,udrykning
1524.0180,1.0000,-0.1200,0.0200,udrykning
1524.0280,0.8800,-0.1100,0.0700,udrykning
1524.0380,0.9400,-0.0700,0.0600,udrykning
1524.0480,0.9400,-0.1000,0.1000,udrykning
1524.0580,0.9500,-0.0800,0.0600,udrykning
1524.0680,1.0000,-0.1000,0.0200,udrykning
1524.0780,1.0400,-0.0700,0.0500,udrykning
1524.0880,0.9700,-0.1000,0.0600,udrykning
1524.0980,0.9100,-0.1100,0.0600,udrykning
1524.1080,0.9600,-0.1200,0.0100,udrykning
1524.1180,0.9300,-0.1200,0.0700,udrykning
1524.1280,0.9200,-0.0900,0.0300,udrykning
1524.1380,0.9800,-0.1100,0.1900,udrykning
1524.1480,1.0300,-0.0500,0.0700,udrykning
1524.1580,0.9500,-0.0300,0.2200,udrykning
1524.1680,1.0000,-0.0400,0.0500,udrykning
1524.1780,1.0200,-0.1100,0.0100,udrykning
1524.1880,0.9600,-0.1100,0.1000,udrykning
1524.1980,0.9300,-0.0900,0.1300,udrykning
1524.2080,1.0000,-0.0900,0.0400,udrykning
1524.2180,1.0400,-0.1700,0.0900,udrykning
1524.2280,1.0000,-0.1100,0.1500,udrykning
1524.2380,1.0200,-0.1000,0.0000,udrykning
1524.2480,1.0900,-0.1000,0.0400,udrykning
1524.2580,1.0100,-0.0900,0.2100,udrykning
