timestamp,accX,accY,accZ,label
822.0710,1.0000,-0.2200,-0.3400,normal
822.0810,0.9300,-0.1700,0.5200,normal
822.0910,0.9600,-0.2500,-0.0600,normal
822.1010,0.9100,-0.2700,-0.0500,normal
822.1110,0.8900,-0.2600,0.0300,normal
822.1210,1.0000,-0.2500,-0.1000,normal
822.1310,0.8900,-0.2100,0.1800,normal
822.1410,0.9400,-0.2600,0.0500,normal
822.1510,0.9900,-0.2500,-0.0300,normal
822.1610,0.8900,-0.2400,0.0700,normal
822.1710,0.9800,-0.2400,-0.0400,normal
822.1810,1.0000,-0.2600,0.0000,normal
822.1910,0.9000,-0.2400,0.1100,normal
822.2010,0.9800,-0.2700,-0.0200,normal
822.2110,0.9400,-0.2400,0.0200,normal
822.2210,0.8700,-0.2300,0.0400,normal
822.2310,0.9800,-0.2200,-0.0200,normal
822.2410,0.9100,-0.2300,0.0300,normal
822.2510,0.9500,-0.2400,-0.0200,normal
822.2610,1.0000,-0.2300,-0.0300,normal
822.2710,0.8800,-0.2400,0.0500,normal
822.2810,0.8700,-0.2300,0.0000,normal
822.2910,0.9100,-0.2500,0.0200,normal
822.3010,0.8800,-0.2700,0.0600,normal
822.3110,0.9600,-0.2600,-0.0200,normal
822.3210,0.9500,-0.2400,0.0600,normal
822.3310,0.8700,-0.2400,0.0400,normal
822.3410,0.9600,-0.2300,-0.0500,normal
822.3510,0.9500,-0.2300,0.0200,normal
822.3610,0.9100,-0.2500,0.0500,normal
822.3710,1.0100,-0.2500,-0.0500,normal
822.3810,0.9300,-0.2300,0.0400,normal
822.3910,0.9300,-0.2300,0.0200,normal
822.4010,1.0100,-0.2300,-0.0500,normal
822.4110,0.9000,-0.2300,0.0600,normal
822.4210,0.9400,-0.2500,0.0200,normal
822.4310,1.0000,-0.2300,-0.0200,normal
822.4410,0.9300,-0.2100,0.0600,normal
822.4510,0.9800,-0.2300,0.0200,normal
822.4610,1.0100,-0.2300,-0.0100,normal
822.4710,0.9000,-0.2100,0.0600,normal
822.4810,0.9600,-0.2300,0.0000,normal
822.4910,1.0000,-0.2300,-0.0300,normal
822.5010,0.9200,-0.2300,0.0400,normal
822.5110,1.0000,-0.2200,0.0400,normal
822.5210,0.9800,-0.2300,0.0500,normal
822.5310,0.9100,-0.2100,0.0800,normal
822.5410,0.9800,-0.2300,0.0400,normal
822.5510,1.0000,-0.2400,0.0200,normal
822.5610,0.9500,-0.2300,0.0500,normal
822.5710,1.0100,-0.2100,0.0300,normal
822.5810,0.9400,-0.2100,0.0500,normal
822.5910,0.9400,-0.2200,0.0500,normal
822.6010,1.0400,-0.2300,0.0200,normal
822.6110,0.9800,-0.2300,0.0700,normal
822.6210,0.9800,-0.2300,0.0600,normal
822.6310,1.0000,-0.2300,0.0400,normal
822.6410,0.9600,-0.2200,0.0800,normal
822.6510,0.9500,-0.2100,0.0300,normal
822.6610,0.9700,-0.2400,0.0200,normal
822.6710,0.9400,-0.2500,0.0500,normal
822.6810,0.9600,-0.1900,0.0000,normal
822.6910,0.9600,-0.2100,0.0500,normal
822.7010,0.8500,-0.2100,0.0500,normal
822.7110,0.8400,-0.2400,0.0100,normal
822.7210,0.9600,-0.2100,0.0200,normal
822.7310,0.9400,-0.2000,0.0500,normal
822.7410,0.8700,-0.2100,0.0600,normal
822.7510,0.7900,-0.2400,0.0100,normal
822.7610,0.8993,-0.2599,0.0100,normal
822.7710,0.9032,-0.2596,0.0111,normal
822.7810,0.9900,-0.2459,0.0418,normal
822.7910,0.9894,-0.1412,0.0923,normal
822.8010,0.9611,-0.2000,0.2064,normal
822.8110,1.0104,-0.2000,0.0356,normal
822.8210,1.0156,-0.2010,-0.0776,normal
822.8310,0.8895,-0.2290,-0.0105,normal
822.8410,0.8585,-0.1698,-0.0400,normal
822.8510,0.7811,-0.1615,-0.0360,normal
822.8610,0.8111,-0.2000,0.0695,normal
822.8710,1.0686,-0.2009,-0.0370,normal
822.8810,0.9658,-0.2606,0.1720,normal
822.8910,0.7701,-0.2853,0.2653,normal
822.9010,1.0436,-0.1636,0.1382,normal
822.9110,1.1391,-0.2579,0.0904,normal
822.9210,1.0883,-0.1409,0.1102,normal
822.9310,0.9864,-0.1911,0.1207,normal
822.9410,0.8856,-0.2189,0.1378,normal
822.9510,0.7745,-0.1902,0.0788,normal
822.9610,1.0405,-0.2002,0.0103,normal
822.9710,1.1274,-0.2281,0.0723,normal
822.9810,1.0510,-0.1710,0.1407,normal
822.9910,1.0782,-0.2005,0.1600,normal
823.0010,0.9790,-0.2292,0.1604,normal
823.0110,0.9332,-0.1904,0.1779,normal
823.0210,1.0186,-0.2007,0.1217,normal
823.0310,0.9793,-0.2205,0.1686,normal
